track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,,,,,,,,,,,,,,,size_bytes,
ã‚¬ãƒ¼ãƒ«ã‚ºã¡ã‚ƒã‚“ã­ã‚‹ - å¥³å­ã®ãƒ‹ãƒ¥ãƒ¼ã‚¹ã¨ã‚¬ãƒ¼ãƒ«ã‚ºãƒˆãƒ¼ã‚¯,58.88,USD,0,0,0,0,0,2.4.6,17+,News,,,,,,,,,,,,,,,61737984,
Mancala Pro,53.45,USD,1.99,289,46,4.5,4,2,4+,Games,,,,,,,,,,,,,,,56049664,
Trials Frontier,241.56,USD,0,29090,23,4.5,4,5.1.1,12+,Games,,,,,,,,,,,,,,,253294592,
IntroMate - Intro Maker for iMovie,180.49,USD,2.99,386,28,4.5,4,2.5,4+,Photo & Video,,,,,,,,,,,,,,,189254656,
Real Steel World Robot Boxing,892.04,USD,0,41277,220,4.5,4.5,31.31.840,9+,Games,,,,,,,,,,,,,,,935366656,
Sago Mini Pet Cafe,76.25,USD,2.99,477,6,4.5,3.5,1.4,4+,Education,,,,,,,,,,,,,,,79953920,
Cartwheel by Target,47.27,USD,0,14682,0,3.5,0,2.5.2,4+,Shopping,,,,,,,,,,,,,,,49570816,
"Morning â€” Weather, To-Do, News, and more",14.72,USD,0.99,294,6,3.5,3,1.6.6,12+,Productivity,,,,,,,,,,,,,,,15432704,
å‹•ç”»è‹±æ–‡æ³•2700,40.55,USD,9.99,0,0,0,0,2.1.2,4+,Education,,,,,,,,,,,,,,,42519552,
è…¾è®¯æ–°é—»HD-æœ€èµ„æ·±çš„é˜…è¯»è½¯ä»¶,31.58,USD,0,77,5,3.5,2,1.8.0,17+,News,,,,,,,,,,,,,,,33111040,
SAMURAI SHODOWN II,66.5,USD,2.99,195,79,3.5,3.5,1.1.2,12+,Games,,,,,,,,,,,,,,,69730304,
Santa Call & Tracker Free - North Pole Command,191.06,USD,0,1458,914,4.5,4.5,6.1.3,4+,Entertainment,,,,,,,,,,,,,,,200338432,
EPOCH.2,765.36,USD,0.99,3525,970,4.5,4.5,1.3.1,9+,Games,,,,,,,,,,,,,,,802537472,
Ab in den Urlaub â€“ Pauschalreisen gÃ¼nstig buchen,70.58,USD,0,22,0,5,0,4.2.5,4+,Travel,,,,,,,,,,,,,,,74008576,
Stylish School Timetable,43.51,USD,0,7,0,4,0,2.0.3,4+,Education,,,,,,,,,,,,,,,45628416,
My Talking Pet,48.64,USD,1.99,9035,72,4.5,5,2.4,4+,Entertainment,,,,,,,,,,,,,,,51005440,
Riptide GP2,56.78,USD,1.99,3311,380,4.5,4.5,1.3.1,4+,Games,,,,,,,,,,,,,,,59541504,
Lotto Out! - Mexican Loteria,69.12,USD,0.99,26,6,3.5,3.5,2.3,12+,Games,,,,,,,,,,,,,,,72475648,
. Calculator .,56.49,USD,0,1525,352,4.5,5,3.15,4+,Utilities,,,,,,,,,,,,,,,59232256,
SimpleRockets,24.11,USD,2.99,1436,155,4.5,4.5,1.6.10,4+,Games,,,,,,,,,,,,,,,25284608,
rymdkapsel,74.65,USD,3.99,1622,236,4.5,4.5,3.0.2,9+,Games,,,,,,,,,,,,,,,78278656,
Tomb Raider I,325.47,USD,0.99,702,38,4,4,1.0.4,12+,Games,,,,,,,,,,,,,,,341276672,
Teen Titans Go Arcade,24,USD,0,897,553,3.5,3.5,1.1,12+,Games,,,,,,,,,,,,,,,25169920,
Canon PRINT Inkjet/SELPHY,24.45,USD,0,689,102,2.5,2.5,2.3.4,4+,Photo & Video,,,,,,,,,,,,,,,25640960,
Math 42,43.73,USD,0,248,2,4,4.5,3.2.1,4+,Education,,,,,,,,,,,,,,,45851648,
Fishdom,173.5,USD,0,39217,1947,4.5,4.5,2.1.0,4+,Games,,,,,,,,,,,,,,,181924864,
LEGOÂ® The Lord of the Ringsâ„¢,1428.54,USD,4.99,2054,2054,4.5,4.5,1,9+,Games,,,,,,,,,,,,,,,1497927680,
"Tile - Find & track your lost phone, wallet, keys",74.9,USD,0,5684,33,4,5,2.12.1,4+,Lifestyle,,,,,,,,,,,,,,,78533632,
Hunter Island: Monsters & Dragons,87.08,USD,0.99,5305,632,4.5,4.5,2.02,9+,Games,,,,,,,,,,,,,,,91312128,
12 Minute Athlete HIIT Workouts,23.52,USD,2.99,362,1,4.5,5,4.6,4+,Health & Fitness,,,,,,,,,,,,,,,24664064,
Fluege.de - Finde den billigsten Flug,177.28,USD,0,0,0,0,0,2.6,4+,Travel,,,,,,,,,,,,,,,185886720,
"Retale - Coupons, Weekly Ads & Stores Nearby",108.05,USD,0,4861,19,4.5,4.5,7.8.0,4+,Shopping,,,,,,,,,,,,,,,113300480,
movieStudio-Video Editor&Slideshow Maker(pro),94.73,USD,2.99,1033,54,4.5,4.5,5.7,4+,Utilities,,,,,,,,,,,,,,,99328000,
Battleheart Legacy,847.87,USD,4.99,3376,336,4.5,4.5,1.3.1,12+,Games,,,,,,,,,,,,,,,889060352,
RealTimes: Video Maker,178.67,USD,0,1274,0,4.5,0,4.10.004,4+,Photo & Video,,,,,,,,,,,,,,,187350016,
The Room Two,438.76,USD,1.99,36809,2858,5,5,1.0.4,9+,Games,,,,,,,,,,,,,,,460077056,
Move to measure - Flying Ruler,49.09,USD,1.99,1702,127,4,4,3,4+,Utilities,,,,,,,,,,,,,,,51470336,
Game of War - Fire Age,210.18,USD,0,107916,507,4,3,3.22.510,9+,Games,,,,,,,,,,,,,,,220386304,
Rhonna Designs,169.31,USD,1.99,2971,1,4.5,5,2.21,4+,Photo & Video,,,,,,,,,,,,,,,177529856,
Ninja Kid Run VR: Runner & Racing Games For Free,157.94,USD,0,15399,613,4.5,4.5,1.2.13,4+,Games,,,,,,,,,,,,,,,165612544,
Air Video HD - Now with multitasking and PiP support!,13.99,USD,5.99,3610,724,4.5,4.5,2.2.1,4+,Photo & Video,,,,,,,,,,,,,,,14665728,
"å¥åº·çŒ®ç«‹ãƒ¬ã‚·ãƒ”ææ¡ˆ ã‚ªãƒ¼ã‚¬ãƒ‹ãƒƒã‚¯ â€œOhganic""",27.83,USD,0,1,1,4,4,3.8.1,4+,Food & Drink,,,,,,,,,,,,,,,29184000,
æ´‹ç å¤´â€”æ­£å“ä¿è¯æµ·å¤–ä¹°æ‰‹å¸¦ä½ å…¨çƒè´­æ´‹è´§,122.93,USD,0,41,0,4.5,0,3.6.1,4+,Shopping,,,,,,,,,,,,,,,128899072,
"Mister Maker: Letâ€™s Make It! â€“ Design, Draw, Paint, Make and Play",172.65,USD,2.99,9,0,4.5,0,6,4+,Entertainment,,,,,,,,,,,,,,,181036032,
My Little Pony - A Canterlot Wedding,284.8,USD,2.99,273,55,3.5,3.5,1.6.2,4+,Book,,,,,,,,,,,,,,,298639360,
djay 2,114.39,USD,4.99,4511,111,4.5,4.5,2.8.5,4+,Music,,,,,,,,,,,,,,,119949312,
djay 2 for iPhone,73.17,USD,1.99,3431,93,4.5,4,2.8.5,4+,Music,,,,,,,,,,,,,,,76720128,
School Lunch Food!,83.25,USD,0,488,5,3.5,4,2,12+,Games,,,,,,,,,,,,,,,87296000,
WinZip Full Version - The leading zip unzip and cloud file management tool,21.92,USD,4.99,150,21,3,3.5,4.7.1,4+,Utilities,,,,,,,,,,,,,,,22989824,
Rebuild 3: Gangs of Deadsville,100.38,USD,4.99,238,12,4.5,4.5,1.6.16,12+,Games,,,,,,,,,,,,,,,105250816,
Clip Video Download Pro.,29.71,USD,6.99,530,526,4,4,1.4,17+,Photo & Video,,,,,,,,,,,,,,,31154176,
VVebo - å¾®åšå®¢æˆ·ç«¯,16.53,USD,0.99,259,8,4.5,5,2.0.9,4+,Social Networking,,,,,,,,,,,,,,,17336320,
Burger Shop,24.12,USD,0.99,299,18,5,5,1.2,4+,Games,,,,,,,,,,,,,,,25294848,
Vainglory,1127.79,USD,0,23779,128,4.5,4,2.5.0,9+,Games,,,,,,,,,,,,,,,1182578688,
Tayasui Sketches Pro,189.3,USD,4.99,1761,13,4.5,5,16.2,4+,Productivity,,,,,,,,,,,,,,,198499328,
Jishokun-Japanese English Dictionary & Translator,215.08,USD,0,0,0,0,0,2.10.14,12+,Reference,,,,,,,,,,,,,,,225522688,
Blackbar,3.5,USD,2.99,409,46,4,3.5,1.1.3,9+,Games,,,,,,,,,,,,,,,3671040,
Boom Beach,146.82,USD,0,241929,2013,4.5,4.5,30.125,9+,Games,,,,,,,,,,,,,,,153955328,
LOCARI(ãƒ­ã‚«ãƒª)-ã‚ªãƒˆãƒŠå¥³å­å‘ã‘ãƒ©ã‚¤ãƒ•ã‚¹ã‚¿ã‚¤ãƒ«æƒ…å ±ã‚¢ãƒ—ãƒª,31.69,USD,0,0,0,0,0,4.3.7,17+,Lifestyle,,,,,,,,,,,,,,,33232896,
Caveman Feast - 250 Paleo Recipes,93.31,USD,2.99,1501,60,5,4.5,3.1,12+,Food & Drink,,,,,,,,,,,,,,,97841152,
WGT Golf Game by Topgolf,238.56,USD,0,53285,623,4.5,4.5,1.31.2,17+,Games,,,,,,,,,,,,,,,250150912,
å¿ƒéœŠãŸã‚“ã¡æ©Ÿ Plus,1.89,USD,0,0,0,0,0,1.1.0,9+,Entertainment,,,,,,,,,,,,,,,1978368,
Step Out Of Bed! Smart alarm clock to get awake early with a tricky and awakening steps counter - Best alarm app to wake up on time with alarmy music ringtone,33.63,USD,1.99,6696,5031,4,4,1.2.2,4+,Lifestyle,,,,,,,,,,,,,,,35266560,
High 5 Casino - Real Vegas Slots!,160.03,USD,0,9930,53,4,4,3.6.2,12+,Games,,,,,,,,,,,,,,,167804928,
Alice Trapped in Wonderland,346.42,USD,0.99,317,12,4.5,4,1.3,4+,Games,,,,,,,,,,,,,,,363242496,
Fragment's Note2 Side:é›«,854.63,USD,2.99,0,0,0,0,1.05,4+,Games,,,,,,,,,,,,,,,896147456,
RoomScan Pro - The app that draws floor plans by itself,11.56,USD,4.99,1476,666,4.5,4.5,5.0.2,4+,Utilities,,,,,,,,,,,,,,,12126208,
Top Hat Lecture,84.87,USD,0,668,0,3,0,5.19.0,4+,Education,,,,,,,,,,,,,,,88988672,
Automo Camera,16.13,USD,0.99,5,1,4.5,3,2.54,4+,Photo & Video,,,,,,,,,,,,,,,16912384,
ã‚²ãƒƒã‚¿ãƒ¼ã‚ºé£¯ç”°ã®å ã„,32.86,USD,0,0,0,0,0,2.2.1,12+,Entertainment,,,,,,,,,,,,,,,34455552,
æ±äº¬æ™‚å±¤åœ°å›³ for iPad,1903.42,USD,20.99,0,0,0,0,1.1.0,4+,Navigation,,,,,,,,,,,,,,,1995877376,
MARVEL Spider-Man Unlimited,864.47,USD,0,64586,330,4.5,4.5,3.1.0,12+,Games,,,,,,,,,,,,,,,906462208,
OfficeSuite Pro (Mobile Office),164.61,USD,14.99,896,10,4,4.5,5.3.1,4+,Business,,,,,,,,,,,,,,,172608512,
Skinseed - Skin Creator for Minecraft Skins,44.06,USD,0,5222,199,4,4.5,5.12,4+,Entertainment,,,,,,,,,,,,,,,46197760,
Kiosk Photo Transfer by Fujifilm,32.1,USD,0,58,0,3,0,2.5,4+,Photo & Video,,,,,,,,,,,,,,,33662976,
Skip-Boâ„¢ Pro - The Classic Family Card Game,88.78,USD,1.99,10239,93,4.5,4,3.0.2,4+,Games,,,,,,,,,,,,,,,93094912,
Dr. Panda's Airport,91.24,USD,2.99,352,223,4.5,4.5,1.8,4+,Education,,,,,,,,,,,,,,,95670272,
VHS Camcorder,15.72,USD,2.99,613,38,4,4,1.2.4,4+,Photo & Video,,,,,,,,,,,,,,,16485376,
KICK: Official Football Card Trader,217.24,USD,0,2641,22,3.5,4,6.5.14,12+,Sports,,,,,,,,,,,,,,,227790848,
Candy Blast Mania,229.07,USD,0,81648,9,4.5,5,1.9.6,4+,Games,,,,,,,,,,,,,,,240198656,
7 Minute Workout Challenge,97.41,USD,2.99,4137,2391,4.5,4.5,1.5,4+,Health & Fitness,,,,,,,,,,,,,,,102137856,
Photo Quilt - Auto Collage Maker,14.51,USD,0,599,236,4.5,4.5,1.5.1,4+,Photo & Video,,,,,,,,,,,,,,,15210496,
æœ¬æ°—ã§è‹±ä¼šè©±ï¼ãƒšãƒ©ãƒšãƒ©è‹±èªžã€€è‹±å˜èªžãƒ»ãƒªã‚¹ãƒ‹ãƒ³ã‚°ãƒ»TOEICã®å­¦ç¿’ã«ã‚‚ï¼,107.68,USD,0.99,6,0,4,0,11,4+,Education,,,,,,,,,,,,,,,112906240,
DEVICE 6,811.87,USD,3.99,2036,243,4.5,4.5,1.2,12+,Games,,,,,,,,,,,,,,,851309568,
Colossatron: Massive World Threat,75.57,USD,0.99,2817,475,4.5,4.5,1.0.8,12+,Games,,,,,,,,,,,,,,,79237120,
Rabbids Big Bang,190.59,USD,0.99,598,115,4.5,4.5,2.1.5,9+,Games,,,,,,,,,,,,,,,199843840,
Gods Of Rome,913.64,USD,0,5526,816,4.5,4.5,1.4.1,12+,Games,,,,,,,,,,,,,,,958016512,
Google Home,137.07,USD,0,9303,101,3.5,2.5,1.23.905,12+,Entertainment,,,,,,,,,,,,,,,143726592,
Batman: Arkham Origins,868.58,USD,0,27738,14077,4.5,4.5,1.2.1,9+,Games,,,,,,,,,,,,,,,910774272,
Cut the Rope 2,134.57,USD,1.99,12376,162,4.5,4.5,1.6.9,4+,Games,,,,,,,,,,,,,,,141105152,
Talisman,70.35,USD,1.99,511,9,4,4,10.5,4+,Games,,,,,,,,,,,,,,,73767936,
SUBURBIA City Building Board Game,54.28,USD,4.99,217,7,4,2.5,1.2.5,4+,Games,,,,,,,,,,,,,,,56918016,
The Human Body by Tinybop,638.08,USD,3.99,1922,51,4,4,3.0.1,4+,Education,,,,,,,,,,,,,,,669071360,
My PlayHome Stores,185,USD,2.99,1582,61,4.5,4.5,3.1.1,4+,Entertainment,,,,,,,,,,,,,,,193986560,
ç­†å§« - ã‚ªã‚·ãƒ£ãƒ¬ãªã‚°ãƒªãƒ¼ãƒ†ã‚£ãƒ³ã‚°ã‚«ãƒ¼ãƒ‰ SNSæŠ•ç¨¿ è‡ªå®…å°åˆ·ã‚‚OK,96.36,USD,0,0,0,0,0,7.3.0,4+,Lifestyle,,,,,,,,,,,,,,,101036032,
Voice Recorder (FREE),40.41,USD,0,4640,1192,4.5,4.5,2.1,9+,Utilities,,,,,,,,,,,,,,,42368000,
Fairway Solitaire Blast,119.18,USD,0,110062,613,4.5,4.5,2.7.13,4+,Games,,,,,,,,,,,,,,,124966912,
Runtastic Six Pack Abs Workout & Core Trainer,126.48,USD,0,4283,106,4.5,4.5,2.6.2,4+,Health & Fitness,,,,,,,,,,,,,,,132628480,
Cops N Robbers (FPS) - Block Survival Multiplayer,446.03,USD,0,27122,0,4.5,0,5.3.0,12+,Games,,,,,,,,,,,,,,,467697664,
Spider Solitaire âˆ™,59.49,USD,0,145,57,4.5,4.5,2.2,4+,Games,,,,,,,,,,,,,,,62374912,
Telegram Messenger,68.57,USD,0,7573,142,4,4.5,4,4+,Social Networking,,,,,,,,,,,,,,,71896064,
Sonic & All-Stars Racing Transformed,1065.31,USD,0,9109,8553,4,4,2,4+,Games,,,,,,,,,,,,,,,1117057024,
UCæµè§ˆå™¨HD,57.02,USD,0,78,2,4,5,3.0.1.776,17+,Utilities,,,,,,,,,,,,,,,59791360,
buddhify - modern mindfulness for busy lives,272.12,USD,4.99,501,12,4.5,4,2.6.9,4+,Health & Fitness,,,,,,,,,,,,,,,285338624,
Squaready for Video - Convert Rectangle Movie Clip into Square Shape for Instagram,37.1,USD,0,778,44,3,2.5,1.5.0,4+,Photo & Video,,,,,,,,,,,,,,,38898688,
Stop - Fun Categories Word Game,99.71,USD,0,8516,28,4.5,4,3.2.11,12+,Games,,,,,,,,,,,,,,,104550400,
RÃ©publique,3478.04,USD,1.99,7078,102,4.5,3.5,5.03,12+,Games,,,,,,,,,,,,,,,3646993408,
Doom and Destiny,157.04,USD,2.99,725,461,4.5,4.5,1.8.3,12+,Games,,,,,,,,,,,,,,,164665344,
PicLab Studio - Creative Editing & Graphic Design,51.44,USD,2.99,20200,94,4.5,4,2.1,4+,Photo & Video,,,,,,,,,,,,,,,53941248,
Facetune for iPad,69.29,USD,5.99,1718,22,4.5,4,2.6.3,4+,Photo & Video,,,,,,,,,,,,,,,72655872,
IQ Test - Pro Edition,63.82,USD,2.99,529,8,4.5,4.5,5.7,4+,Games,,,,,,,,,,,,,,,66921472,
"Hopster: Kids TV, Nursery Rhymes, Music, Fun Games",253.34,USD,0,58,0,3.5,0,3.12.4,4+,Education,,,,,,,,,,,,,,,265646080,
è…¾è®¯æ¬¢ä¹éº»å°†å…¨é›†,247.4,USD,0,205,4,3.5,2,6.8.92,12+,Games,,,,,,,,,,,,,,,259412992,
SlideStory - Create a slideshow movie and a snap video,52.16,USD,0,220,60,4.5,4.5,1.5.7,4+,Photo & Video,,,,,,,,,,,,,,,54693888,
Toca Cars,92.69,USD,2.99,1238,29,4,4,1.0.5,4+,Education,,,,,,,,,,,,,,,97187840,
Mimpi,249.9,USD,0,816,157,4.5,4.5,1.0.4,4+,Games,,,,,,,,,,,,,,,262037504,
Daniel Tigerâ€™s Day & Night,511.21,USD,0,314,34,3.5,4,1.0.3,4+,Education,,,,,,,,,,,,,,,536041472,
Disneynature Explore,419.76,USD,0,202,202,4,4,1.0.0,4+,Entertainment,,,,,,,,,,,,,,,440152064,
JD Sports,84.49,USD,0,18,0,4,0,5.3.1,4+,Shopping,,,,,,,,,,,,,,,88594432,
ABC Ninja - The Alphabet Slicing Game for Kids,18.07,USD,0.99,172,6,4,4.5,3,4+,Education,,,,,,,,,,,,,,,18952192,
Cascade: Fun Spin and Match Puzzle Game,94.28,USD,0,60488,538,4.5,5,1.8.6,4+,Games,,,,,,,,,,,,,,,98864128,
Font Candy+ Typography - Editor Add Text To Photos,96.94,USD,2.99,9021,37,4.5,4.5,5,4+,Photo & Video,,,,,,,,,,,,,,,101650432,
Octagon - A Minimal Arcade Game with Maximum Challenge,29.13,USD,1.99,1072,514,4.5,4,3.1,4+,Games,,,,,,,,,,,,,,,30543872,
AdBlock,18.29,USD,1.99,1477,57,4,3.5,2.8.2,4+,Utilities,,,,,,,,,,,,,,,19179520,
Nowait Guest,82.05,USD,0,1625,113,3,3,3.1.14,4+,Food & Drink,,,,,,,,,,,,,,,86040576,
Google Play Music,78.87,USD,0,10118,231,3.5,3.5,3.26.1007,12+,Music,,,,,,,,,,,,,,,82697216,
Frozen Free Fall,259.85,USD,0,50593,3,4.5,5,5.2.1,4+,Games,,,,,,,,,,,,,,,272471040,
Castle Clash: Brave Squads,298.2,USD,0,47963,164,4,4,1.8.0,9+,Games,,,,,,,,,,,,,,,312680448,
Assassin's Creed Pirates,739.32,USD,0,23895,1660,4.5,4.5,2.9.1,12+,Games,,,,,,,,,,,,,,,775233536,
Lost Echo,585.49,USD,2.99,684,87,4.5,4,1.9.12,12+,Games,,,,,,,,,,,,,,,613933056,
IXL - Math and English,113.2,USD,0,3546,62,3,3,3.3.8,4+,Education,,,,,,,,,,,,,,,118697984,
"Budget- Expense Tracker,Bill Reminder,Debt Manager",135.15,USD,0.99,173,0,4.5,0,2.13.1,4+,Finance,,,,,,,,,,,,,,,141714432,
Capital One for iPad,88.22,USD,0,21858,389,4.5,4.5,2.8.0,4+,Finance,,,,,,,,,,,,,,,92510208,
Piano - Play Keyboard Music Games with Magic Tiles,112.34,USD,0,1636,125,4.5,4.5,1.23,4+,Music,,,,,,,,,,,,,,,117793792,
Quik â€“ GoPro Video Editor to edit clips with music,201.55,USD,0,28654,21,4.5,4.5,4.0.1,4+,Photo & Video,,,,,,,,,,,,,,,211343360,
myCANAL - la TV by CANAL en direct et replay,75.95,USD,0,118,0,4.5,0,2.2.1,12+,Entertainment,,,,,,,,,,,,,,,79643648,
ProCamera.,92.05,USD,4.99,1525,13,4.5,4.5,10.3,4+,Photo & Video,,,,,,,,,,,,,,,96517120,
ULTRA4 Offroad Racing,88.02,USD,1.99,205,142,3.5,3.5,1.02,4+,Games,,,,,,,,,,,,,,,92291072,
Ace Fishing: Wild Catch,214.19,USD,0,65831,30,4.5,4.5,2.5.4,4+,Games,,,,,,,,,,,,,,,224596992,
Icycle: On Thin Ice,78.87,USD,2.99,2347,91,4.5,4.5,2.0.3,4+,Games,,,,,,,,,,,,,,,82700288,
3D Anatomy,80.95,USD,3.99,91,79,4.5,4.5,3,12+,Medical,,,,,,,,,,,,,,,84885504,
War Commander: Rogue Assault,171.44,USD,0,3858,63,4.5,3.5,2.15.2,12+,Games,,,,,,,,,,,,,,,179770368,
Electric RC Sim,68.63,USD,2.99,209,21,4.5,4,1.4,4+,Games,,,,,,,,,,,,,,,71966720,
Shadow Fight 2,138.01,USD,0,99206,1876,4.5,4.5,1.9.29,12+,Games,,,,,,,,,,,,,,,144713728,
Calendars 5 - Daily Planner and Task Manager,73.29,USD,6.99,11768,423,4.5,4.5,5.10.5,4+,Productivity,,,,,,,,,,,,,,,76848128,
Flick Kick Football Legends,104.35,USD,0,11250,105,4.5,4.5,1.9.83,12+,Games,,,,,,,,,,,,,,,109421568,
Chatous - Chat with new people,98.28,USD,0,1609,5,3,5,3.8.10,12+,Social Networking,,,,,,,,,,,,,,,103056384,
Fitness and Bodybuilding by VGFIT,63.41,USD,0.99,364,37,4.5,4.5,5.3.1,4+,Health & Fitness,,,,,,,,,,,,,,,66485248,
Geometry Dash Lite,65.88,USD,0,370370,2650,5,4.5,2.11,4+,Games,,,,,,,,,,,,,,,69076992,
QR Code Reader by Scan,12.14,USD,0,1452,207,4.5,4,1.7,4+,Utilities,,,,,,,,,,,,,,,12734464,
Feed Me Oil 2,68.31,USD,0.99,296,2,4,4,1.3.6,4+,Games,,,,,,,,,,,,,,,71624704,
Race The Sun,144.46,USD,4.99,602,106,4.5,4.5,1.02,4+,Games,,,,,,,,,,,,,,,151481344,
Articulation Test Center Pro,166.64,USD,59.99,29,0,4.5,0,2.6,4+,Education,,,,,,,,,,,,,,,174737408,
TunesFlow - Music Player with Equalizer,13.75,USD,3.99,63,0,4.5,0,2.0.16,4+,Music,,,,,,,,,,,,,,,14417920,
Deemo,2116.98,USD,1.99,15855,270,5,5,3.0.5,4+,Games,,,,,,,,,,,,,,,2219819008,
Pocket Troops,491.15,USD,0,1005,49,4.5,4.5,1.21.0,12+,Games,,,,,,,,,,,,,,,515005440,
Pandemic: The Board Game,69.59,USD,2.99,1259,415,4.5,4.5,1.2.5,4+,Games,,,,,,,,,,,,,,,72974336,
Panda Pop,251.55,USD,0,41214,88,4.5,4.5,5.5.101,4+,Games,,,,,,,,,,,,,,,263766016,
Mindfulness Daily,96.96,USD,1.99,1245,693,5,5,1.072,4+,Health & Fitness,,,,,,,,,,,,,,,101669888,
Magic Tower Touch,14.86,USD,0.99,91,61,4.5,4.5,1.0.3,4+,Games,,,,,,,,,,,,,,,15577088,
Slam Dunk Basketball 2 - Play & Do Good,235.59,USD,0,2963,6,4.5,4,1.3.4,12+,Games,,,,,,,,,,,,,,,247033856,
100 PICS Coloring - free color in book game app,256.82,USD,0,1929,17,5,5,1.96,4+,Games,,,,,,,,,,,,,,,269298688,
Ever - Capture Your Memories,128.7,USD,0,12755,122,4.5,5,1.56.0,4+,Productivity,,,,,,,,,,,,,,,134952960,
Royal Revolt 2 â€“ Defend Your Castle,139.78,USD,0,25152,153,4.5,5,3.2.0,9+,Games,,,,,,,,,,,,,,,146573312,
My Boo - Virtual Pet with Mini Games for Kids,100.27,USD,0,55783,521,4.5,4.5,2.6.1,4+,Games,,,,,,,,,,,,,,,105143296,
Starfall FREE,89.89,USD,0,1019,620,3.5,4,1.26.010,4+,Education,,,,,,,,,,,,,,,94261248,
Jet Car Stunts 2,49.08,USD,0,1862,9,3.5,4.5,1.0.24,4+,Games,,,,,,,,,,,,,,,51465216,
Oceanhorn â„¢,409,USD,7.99,4336,8,4.5,4.5,3.0.1,9+,Games,,,,,,,,,,,,,,,428865536,
Bose SoundTouch,51.68,USD,0,3687,2763,4,4.5,14.80.6,12+,Music,,,,,,,,,,,,,,,54193152,
Dreii,135.97,USD,3.99,148,20,4,4,2.0.0,4+,Games,,,,,,,,,,,,,,,142579712,
WordBrain,105.47,USD,0,391401,82,4.5,4.5,1.21.1,4+,Games,,,,,,,,,,,,,,,110595072,
GANMA! - æ¼«ç”»ãŒåˆ¶é™ãƒŠã‚·ã§èª­ã¿æ”¾é¡Œã®ãƒžãƒ³ã‚¬ã‚¢ãƒ—ãƒª,69.8,USD,0,31,1,4.5,5,2.5.2,12+,Book,,,,,,,,,,,,,,,73193472,
QQ International,98.45,USD,0,274,0,2,0,4.8.4,4+,Social Networking,,,,,,,,,,,,,,,103233536,
"DraftKings - Daily Fantasy Golf, Baseball, & More",138.11,USD,0,20251,53,4.5,5,3.9.0,17+,Sports,,,,,,,,,,,,,,,144820224,
FOX Sports GO,95.03,USD,0,13898,336,3,4,3.5.0,12+,Sports,,,,,,,,,,,,,,,99644416,
Forge of Empires,132.09,USD,0,15617,11,4.5,4.5,1.102.1,9+,Games,,,,,,,,,,,,,,,138510336,
Square Cash - Send Money for Free,85.87,USD,0,23775,132,4.5,4.5,2.16,4+,Finance,,,,,,,,,,,,,,,90040320,
Cops N Robbers (Jail Break) - Survival Mini Game,257.05,USD,0,6013,125,4,3.5,1.5.1,9+,Games,,,,,,,,,,,,,,,269532160,
Star Chart Infinite,133.66,USD,4.99,257,104,4.5,4.5,1.29,4+,Education,,,,,,,,,,,,,,,140150784,
"Foundations Memory Work Tutorials, Cycle 2",349.69,USD,15.99,88,18,3.5,3.5,1.4,4+,Education,,,,,,,,,,,,,,,366681088,
Cooking Fever,101.86,USD,0,107797,5073,4.5,4.5,2.3.1,4+,Games,,,,,,,,,,,,,,,106808320,
PICTLOGICA FINAL FANTASY,340.69,USD,0,154,0,3.5,0,1.8.3,9+,Games,,,,,,,,,,,,,,,357237760,
Papa's Freezeria HD,55.68,USD,2.99,2535,287,4.5,4.5,1.1.3,4+,Games,,,,,,,,,,,,,,,58384384,
SafeTrek - Personal Safety,28.91,USD,0,2227,160,4.5,4.5,2.2.4,4+,Lifestyle,,,,,,,,,,,,,,,30316544,
Driving test 2017,73.99,USD,0,5,0,3.5,0,4.8,4+,Education,,,,,,,,,,,,,,,77581312,
Force Saber of Light,57.39,USD,0,5424,571,4.5,4.5,2.5.3,4+,Entertainment,,,,,,,,,,,,,,,60180480,
ZaZa Remote-Universal Remote Control,73.97,USD,0,83,2,3,5,3.3.0,4+,Utilities,,,,,,,,,,,,,,,77565952,
Jam League,138.17,USD,0,4361,150,4.5,4,1.3.4,4+,Games,,,,,,,,,,,,,,,144881664,
ä¸€éª‘å½“åƒOL-ä¸‡äººå›½æˆ˜ï¼ˆLegend Of Warriorï¼‰,371.46,USD,0,151,5,4.5,4,2.4.0,9+,Games,,,,,,,,,,,,,,,389505024,
Fantastical 2 for iPhone - Calendar and Reminders,42.96,USD,4.99,5405,95,4.5,4.5,2.8.4,4+,Productivity,,,,,,,,,,,,,,,45045760,
Toca Mini,508.31,USD,2.99,536,71,4,4,1.0.3,4+,Education,,,,,,,,,,,,,,,533006336,
Swamp Attack,118.05,USD,0,16968,4969,4.5,4.5,2.1.5,17+,Games,,,,,,,,,,,,,,,123780096,
QuizUpâ„¢,132.57,USD,0,72989,327,4.5,3.5,3.2.7,12+,Games,,,,,,,,,,,,,,,139014144,
Epic! - Unlimited Books for Kids,158.32,USD,0,6676,122,4.5,4,3.01,4+,Education,,,,,,,,,,,,,,,166014976,
Dominos Pro,51.59,USD,1.99,1072,37,4.5,4,2.5,4+,Games,,,,,,,,,,,,,,,54100992,
